"","jump","5","10","15","20","25","30","35","40","45","50","55","60","65","70","75","80","85","90","95","100","105","110","115","120","125","130","135","140","145","150","155","160","165","170","175","180"
"1",0.001,2.27247399055915,2.22067925937836,2.62978459568116,2.04242169625906,2.22201205940238,2.142619136624,2.75557264253286,2.29312255386968,2.28938032875392,2.30162785639887,2.08112898823998,1.51681646674579,2.61768910754915,1.64258052454097,1.42268626147581,2.32284133938354,2.25697757725725,1.93959631546193,1.48170517482216,1.62839037120714,1.39622282614397,1.57763207136424,1.30279302844536,1.57432234641071,1.50401766316616,1.55602126341977,1.71090814062878,1.56551429209857,1.29021388044438,1.41579118201034,1.44315111882066,1.14240957188432,1.16885378079661,1.29662393556932,0.948949705092228,1.10830534677755
"2",0.00139879759519038,2.36938498265915,2.32046769864028,2.72973994386543,2.13501184318724,2.30905753512996,2.23041369710816,2.86653004378854,2.37869011745629,2.37831385779118,2.40826707676041,2.17685889247828,1.583698188272,2.72875733897582,1.73750824596644,1.50141280555299,2.41387024089452,2.34957164468312,2.01996651652467,1.5518194361141,1.71439575084298,1.47577320902366,1.64738629367903,1.36704383700919,1.64636744801967,1.57640608270018,1.6196522579125,1.78500634524793,1.63030621361445,1.35113427216399,1.47949726695862,1.50390958758735,1.19325701014688,1.22086281841589,1.35716005726238,1.00011385325699,1.16307831427054
"3",0.00179759519038076,2.46825374356629,2.42329877826168,2.83098479196001,2.22957094076965,2.39818284034654,2.31996574614307,2.97955661324308,2.46635825417106,2.46840376996253,2.51667725276332,2.27489081588752,1.65209890456955,2.84268388915743,1.83659164318802,1.58351067862597,2.50700617365856,2.44435906128585,2.10165896392138,1.62359230541138,1.80376717307927,1.55787342081481,1.71952874043427,1.43296372968894,1.71992043655183,1.65064849218973,1.68440940621718,1.86103816057542,1.69644169737878,1.41409544188377,1.54459068655531,1.5659444481349,1.24520986989809,1.27458479310236,1.41982207389728,1.05282899370733,1.2192323422195
"4",0.00219639278557114,2.56965931133478,2.5286730710613,2.93414353969289,2.32607927580241,2.48851666803661,2.41105609153118,3.09434830543207,2.55575905102129,2.56000456904617,2.62718135730761,2.37495205640464,1.72218831299135,2.95827024450639,1.93845226761173,1.66803264535266,2.60154700841954,2.54064291067775,2.18475110955018,1.69701899846891,1.89600942924611,1.64252799631279,1.79325990046918,1.5006586165789,1.79496772522183,1.72762076502203,1.75028392947622,1.9385024449562,1.76379575470845,1.47895676977048,1.6112874978801,1.6295757479759,1.29895338194298,1.32946814608221,1.48400904827784,1.10747436851059,1.27678438980888
"5",0.00259519038076152,2.6737437087354,2.63606997117279,3.03832006459261,2.42547176788981,2.58003805873064,2.50423149222424,3.21041661577199,2.6465415978626,2.65247554999378,2.73902691290019,2.47660390976095,1.79453632262428,3.07547396763502,2.04306360285335,1.75484922317286,2.69729732829121,2.63822236989694,2.26980771407051,1.77280005723775,1.99065990473323,1.73101958339656,1.86857768820755,1.57107577011785,1.87231006339558,1.80631930549929,1.81776007148742,2.01757653959455,1.83244133954586,1.54527632405378,1.68010662695385,1.69423857293211,1.35388679259811,1.38542225146878,1.5495437683274,1.16342802243906,1.33651782814256
"6",0.0029939879759519,2.77968761225799,2.74575127321771,3.14348389662956,2.52683790782481,2.67318421679369,2.59941901605945,3.32776455756471,2.7389504579434,2.7457752925049,2.85211734605344,2.57979861028357,1.86840557434027,3.19479077744393,2.15143731209607,1.84394693932738,2.79455190917792,2.73726557860232,2.35605292886215,1.8506014240862,2.08770077088489,1.82225155194478,1.94646863341716,1.6431417555619,1.95111901024991,1.8867271746265,1.88649619979554,2.09883955972862,1.90287991657329,1.61311382744082,1.75026068670143,1.75991742597436,1.40988748755495,1.44262012749009,1.61664011538849,1.22067192962039,1.39759635964796
"7",0.00339278557114228,2.88753552438558,2.85843554443497,3.25001512367507,2.63000273272456,2.76767631573634,2.6960359156207,3.44684745286173,2.8333935105241,2.8400743638235,2.9663556154178,2.68499555002884,1.9437951182052,3.3158837536634,2.26298159807708,1.9362956744931,2.89331010597429,2.83798290000564,2.44346570938227,1.93000638004617,2.1881881165398,1.91601995045149,2.02604449154667,1.71685086604799,2.03131804147971,1.96918513524627,1.95628766329917,2.18142974424506,1.97448004008068,1.68326915527701,1.82174151202958,1.82701966435045,1.46734480479603,1.50130699024085,1.6856348555978,1.2795170807946,1.46001131879
"8",0.00379158316633267,2.9984010317916,2.97300194665775,3.35747802718562,2.73513289097973,2.86319635815856,2.7942514414825,3.56684764825893,2.92914008063694,2.93519698428911,3.08197971978964,2.79175040416414,2.02115783673401,3.43827475454649,2.3770432064917,2.03096997646793,2.99306221690021,2.93974954940923,2.53243822720209,2.01118744016164,2.29114337640313,2.01251178569576,2.10717554561268,1.79294771291683,2.11314019800515,2.05388352067214,2.02722379094602,2.26533257887875,2.04722985792744,1.7548245518303,1.89531336340615,1.89523509987031,1.52620132943911,1.56099576259909,1.75588095954094,1.33993345366667,1.52407309019032
"9",0.00419038076152305,3.11098684299478,3.08942878716615,3.46564954088942,2.84275051739295,2.95983088201321,2.89465435379151,3.68771068001924,3.02617918723219,3.0308778448409,3.19841247049324,2.89978491112564,2.10047961737464,3.56197229471034,2.4936280511715,2.12782592271555,3.09379098493862,3.04252595154951,2.62275163606568,2.09480745753978,2.39634452399299,2.1127406033318,2.19037703944446,1.87101968262664,2.19682404476101,2.14017036089985,2.09972098022215,2.35125725975893,2.12137124323927,1.8277690026464,1.97028752745979,1.96435312314442,1.58606695973506,1.6216738682002,1.82736090870427,1.40151914680594,1.58990901024122
