"","x","y"
"1",-20.0956772003239,5.37558950647112e-06
"2",-19.6646960762522,6.6154826295334e-06
"3",-19.2337149521805,8.1358541273197e-06
"4",-18.8027338281087,9.94560461475583e-06
"5",-18.371752704037,1.20862862593603e-05
"6",-17.9407715799653,1.46029830045369e-05
"7",-17.5097904558936,1.76192059349601e-05
"8",-17.0788093318219,2.1251586240829e-05
"9",-16.6478282077502,2.54902332637618e-05
"10",-16.2168470836784,3.04082461438732e-05
"11",-15.7858659596067,3.60833800863126e-05
"12",-15.354884835535,4.27079442919352e-05
"13",-14.9239037114633,5.0534768201306e-05
"14",-14.4929225873916,5.94877191570993e-05
"15",-14.0619414633199,6.96760626836711e-05
"16",-13.6309603392481,8.12133140852184e-05
"17",-13.1999792151764,9.43475102547797e-05
"18",-12.7689980911047,0.000109554970623445
"19",-12.338016967033,0.000126606528276383
"20",-11.9070358429613,0.000145636054545448
"21",-11.4760547188895,0.000166778356124121
"22",-11.0450735948178,0.000190281171003326
"23",-10.6140924707461,0.000216919433812188
"24",-10.1831113466744,0.000246196363679723
"25",-9.75213022260267,0.000278234854977842
"26",-9.32114909853096,0.000313152244358482
"27",-8.89016797445924,0.000351101219152804
"28",-8.45918685038752,0.000393155154821797
"29",-8.0282057263158,0.000438458182009845
"30",-7.59722460224408,0.000487067122318035
"31",-7.16624347817237,0.000539025631436357
"32",-6.73526235410065,0.000594364048971502
"33",-6.30428123002893,0.000654112156148023
"34",-5.87330010595721,0.000717268351976445
"35",-5.4423189818855,0.000783705540880919
"36",-5.01133785781378,0.000853344713199886
"37",-4.58035673374206,0.000926089172757181
"38",-4.14937560967034,0.00100255120455958
"39",-3.71839448559862,0.00108184061463137
"40",-3.28741336152691,0.00116360948862673
"41",-2.85643223745519,0.00124764677740388
"42",-2.42545111338347,0.00133372643606212
"43",-1.99446998931175,0.00142191820349101
"44",-1.56348886524004,0.00151152689365811
"45",-1.13250774116831,0.00160211844709437
"46",-0.701526617096597,0.00169339762791222
"47",-0.27054549302488,0.00178506415744438
"48",0.160435631046838,0.00187671848043757
"49",0.591416755118555,0.00196785920713419
"50",1.02239787919027,0.00205819040781576
"51",1.45337900326199,0.00214742242365442
"52",1.88436012733371,0.00223527324843504
"53",2.31534125140542,0.00232110931587057
"54",2.74632237547715,0.00240455414301528
"55",3.17730349954886,0.00248565207159754
"56",3.60828462362058,0.00256420705101564
"57",4.0392657476923,0.00264003952205474
"58",4.47024687176402,0.00271255306272426
"59",4.90122799583573,0.00278141384372574
"60",5.33220911990745,0.0028470741206725
"61",5.76319024397917,0.00290947370530535
"62",6.19417136805089,0.00296856975935586
"63",6.62515249212261,0.00302397967375883
"64",7.05613361619432,0.00307536530216561
"65",7.48711474026604,0.00312348685867092
"66",7.91809586433776,0.00316840177985427
"67",8.34907698840948,0.003210178753051
"68",8.78005811248119,0.003248679078293
